Identifikasjonsnummer	Tittel / betegnelse	Emne nivå 1	Emne nivå 2	Emne nivå 1	Emne nivå 2	Tilstand 0 - 3  (Skjult)	Datering:Sikker eller usikker	Fra:	Til:	Produksjonssted: Sikker eller usikker	By	Land	Verdensdel	Kunstner/produsent	Bredde (cm)	Høyde (cm)	Dybde (cm)	Vekt (gram)	Materiale/teknikk	Proviniens	Oppbevares hvor (Skjult)	Rom:  (Skjult)	H:  (Skjult)	V:  (Skjult)	Annet sted:  (Skjult)	Utlånt  (Skjult)	Supplerende	Nøkkelord	Referanselitteratur
GA_000284	Bruksgjenstand i bein m. tre firkantede hull	Bruksgjenstander	Andre	Alminnelig ualminnelig		1								Ukjent	13.5	15	2.2		Bein		Magasinet	Langvegg		Midten				bruksgjenstander, bein, alminnelig ualminnelig, masker	
GA_000285	Hanskehenger	Bruksgjenstander	Metall			1								Ukjent	12.5	31.2			Ståltråd		Magasinet	Langvegg		Midten				bruksgjenstander, metall, ståltråd	
GA_000286	Goache (fugler, kystlandskap)	Kunst - ukjent				1									22.2	16.9			Gouache, montert i glass og ramme		Magasinet	Langvegg		Midten				kunst - ukjent, maleri, gouache, landskap	
GA_000287	Stor, gul print ("Dødens dans", boktrykkeri, bokhandel)	Guttorms arbeider	Store print			0				Sikker		Norge	Europa	Guttormsgaard, Guttorm	192.4	146			Digitalprint, montert på kapaplate		Magasinet	Langvegg		Midten			Består av to sammensatte plater. Reproduksjon av tegning, med gangspunkt i et motiv fra en bok av Mathias Huus, 1448.	Guttorms arbeider, store print, digitalprint, verksted	
GA_000288	Mikke Mus (med bevegelige bein)	Leker	Tre			1								Ukjent	19.8	48.5	2.2		Malt kryssfiner og tre, ståltråd		Magasinet	Langvegg		Midten				leker, tre, Mikke Mus, bevegelig	
GA_000289	Blekk- el. tusjtegning (hund ved takrenne)	Kunst - kjent				1								Blohm	51	40.7			Tusj el. blekk på papir		Magasinet	Langvegg		Midten			Signert.	tegning, tusj, blekk, dyr	
GA_000290	Afrikansk maske med perler	Masker				0							Afrika	Ukjent	40	50			Fjær, glassperler, hestehår () bomullsstoff		Magasinet	Langvegg		Midten					
GA_000291																													
GA_000292																													
GA_000293																													
GA_000294																													
GA_000295																													
GA_000296																													
GA_000297																													
GA_000298																													
GA_000299																													
GA_000300																													
GA_000301																													
GA_000302																													
GA_000303																													
